
"github.com/go-logr/logr","Apache-2.0"
"github.com/go-openapi/errors","Apache-2.0"
"github.com/go-openapi/runtime","Apache-2.0"
"github.com/go-openapi/strfmt","Apache-2.0"
"github.com/go-openapi/swag/conv","Apache-2.0"
"github.com/go-openapi/swag/fileutils","Apache-2.0"
"github.com/go-openapi/swag/jsonutils","Apache-2.0"
"github.com/go-openapi/swag/stringutils","Apache-2.0"
"github.com/go-openapi/swag/typeutils","Apache-2.0"
"github.com/go-viper/mapstructure/v2","MIT"
"github.com/google/uuid","BSD-3-Clause"
"github.com/oklog/ulid/v2","Apache-2.0"
"golang.org/x/net/idna","BSD-3-Clause"
"golang.org/x/sync/errgroup","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"github.com/gabriel-vasile/mimetype","MIT"
"github.com/go-playground/locales","MIT"
"github.com/go-playground/universal-translator","MIT"
"github.com/go-playground/validator/v10","MIT"
"github.com/leodido/go-urn","MIT"
"golang.org/x/crypto/sha3","BSD-3-Clause"
"golang.org/x/sys/cpu","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"github.com/google/uuid","BSD-3-Clause"
"github.com/stretchr/testify/assert/yaml","MIT"
"gopkg.in/yaml.v3","MIT"
"golang.org/x/net/idna","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"github.com/fxamacker/cbor/v2","MIT"
"github.com/go-logr/logr","Apache-2.0"
"github.com/json-iterator/go","MIT"
"github.com/modern-go/concurrent","Apache-2.0"
"github.com/modern-go/reflect2","Apache-2.0"
"github.com/x448/float16","MIT"
"go.yaml.in/yaml/v2","Apache-2.0"
"golang.org/x/net","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"gopkg.in/inf.v0","BSD-3-Clause"
"k8s.io/api/admissionregistration/v1","Apache-2.0"
"k8s.io/apimachinery/pkg","Apache-2.0"
"k8s.io/apimachinery/third_party/forked/golang/reflect","BSD-3-Clause"
"k8s.io/klog/v2","Apache-2.0"
"k8s.io/kube-openapi/pkg/util","Apache-2.0"
"k8s.io/utils","Apache-2.0"
"k8s.io/utils/internal/third_party/forked/golang/net","BSD-3-Clause"
"sigs.k8s.io/json","Apache-2.0"
"sigs.k8s.io/json","BSD-3-Clause"
"sigs.k8s.io/randfill","Apache-2.0"
"sigs.k8s.io/structured-merge-diff/v6/value","Apache-2.0"
"github.com/fxamacker/cbor/v2","MIT"
"github.com/go-logr/logr","Apache-2.0"
"github.com/json-iterator/go","MIT"
"github.com/modern-go/concurrent","Apache-2.0"
"github.com/modern-go/reflect2","Apache-2.0"
"github.com/x448/float16","MIT"
"go.yaml.in/yaml/v2","Apache-2.0"
"golang.org/x/net","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"gopkg.in/inf.v0","BSD-3-Clause"
"k8s.io/apiextensions-apiserver/pkg/apis/apiextensions","Apache-2.0"
"k8s.io/apimachinery/pkg","Apache-2.0"
"k8s.io/apimachinery/third_party/forked/golang/reflect","BSD-3-Clause"
"k8s.io/klog/v2","Apache-2.0"
"k8s.io/kube-openapi/pkg/util","Apache-2.0"
"k8s.io/utils","Apache-2.0"
"k8s.io/utils/internal/third_party/forked/golang/net","BSD-3-Clause"
"sigs.k8s.io/json","Apache-2.0"
"sigs.k8s.io/json","BSD-3-Clause"
"sigs.k8s.io/randfill","Apache-2.0"
"sigs.k8s.io/structured-merge-diff/v6/value","Apache-2.0"
"github.com/fxamacker/cbor/v2","MIT"
"github.com/x448/float16","MIT"
"k8s.io/apimachinery/pkg/runtime/serializer/cbor/internal/modes","Apache-2.0"
"sigs.k8s.io/json","Apache-2.0"
"sigs.k8s.io/json","BSD-3-Clause"
"github.com/go-logr/logr","Apache-2.0"
"k8s.io/apimachinery/pkg","Apache-2.0"
"k8s.io/client-go/features","Apache-2.0"
"k8s.io/klog/v2","Apache-2.0"
"k8s.io/utils/internal/third_party/forked/golang/net","BSD-3-Clause"
"github.com/fxamacker/cbor/v2","MIT"
"github.com/go-logr/logr","Apache-2.0"
"github.com/json-iterator/go","MIT"
"github.com/modern-go/concurrent","Apache-2.0"
"github.com/modern-go/reflect2","Apache-2.0"
"github.com/x448/float16","MIT"
"go.yaml.in/yaml/v2","Apache-2.0"
"golang.org/x/net","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"gopkg.in/inf.v0","BSD-3-Clause"
"k8s.io/apimachinery/pkg","Apache-2.0"
"k8s.io/apimachinery/third_party/forked/golang/reflect","BSD-3-Clause"
"k8s.io/klog/v2","Apache-2.0"
"k8s.io/kube-openapi/pkg/util","Apache-2.0"
"k8s.io/utils","Apache-2.0"
"k8s.io/utils/internal/third_party/forked/golang/net","BSD-3-Clause"
"sigs.k8s.io/controller-runtime/pkg/scheme","Apache-2.0"
"sigs.k8s.io/json","Apache-2.0"
"sigs.k8s.io/json","BSD-3-Clause"
"sigs.k8s.io/randfill","Apache-2.0"
"sigs.k8s.io/structured-merge-diff/v6/value","Apache-2.0"

